GI	V2	len	db	Plastic
120_spa_contigs_58_235	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
120_spa_contigs_58_235	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
120_spa_contigs_58_235	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
120_spa_contigs_58_235	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
120_spa_contigs_6608_1	627	209	AAQ93688.1	PAE
120_spa_contigs_26507_2	750	250	MG10	PET
120_spa_contigs_29169_2	450	150	MG10	PET
121_spa_contigs_6591_4	1707	569	UVG67878.1	PE
121_spa_contigs_19602_3	1023	341	tr|H6N162|H6N162_GORPV	NR
121_spa_contigs_112009_1	807	269	BAO20806.1	PHAs
121_spa_contigs_311835_1	594	198	AAN70570.1	PHAs
121_spa_contigs_601187_1	432	144	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
122_spa_contigs_53463_1	696	232	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
122_spa_contigs_54281_2	1713	571	UVG67878.1	PE
13_spa_contigs_355_52	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
13_spa_contigs_2166_15	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
14_spa_contigs_720_5	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
14_spa_contigs_34791_1	1416	472	BAO20806.1	PHAs
14_spa_contigs_37770_3	522	174	KQR39103.1	PA
15_spa_contigs_12_19	888	296	sp|Q4W8C9|3HBOH_CUPNH	PHAs
15_spa_contigs_12_129	1242	414	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
15_spa_contigs_33957_1	1005	335	AAQ93689.1	PAE
15_spa_contigs_51295_1	366	122	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
15_spa_contigs_84240_3	387	129	AAQ93691.1	PAE
15_spa_contigs_90160_1	858	286	ACL79592.1	DBP
15_spa_contigs_136857_1	750	250	AAQ93688.1	PAE
17_spa_contigs_606_44	1485	495	BAA19791.1	PHAs
17_spa_contigs_606_44	1485	495	BAA19791.1	PEA
17_spa_contigs_606_44	1485	495	BAA19791.1	PES
17_spa_contigs_3401_4	1242	414	BAE47077.1	TP
17_spa_contigs_3401_7	1011	337	BAE47080.1	TP
17_spa_contigs_8301_2	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
17_spa_contigs_10567_3	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
17_spa_contigs_22895_2	744	248	BAO20806.1	PHAs
18_spa_contigs_3041_17	1707	569	UVG67878.1	PE
18_spa_contigs_115500_1	1164	388	BAO20806.1	PHAs
18_spa_contigs_134552_2	651	217	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
19_spa_contigs_81932_3	426	142	AAQ93691.1	PAE
19_spa_contigs_130541_1	687	229	ACL79592.1	DBP
19_spa_contigs_194567_1	522	174	AAQ93688.1	PAE
19_spa_contigs_223448_1	474	158	sp|Q4W8C9|3HBOH_CUPNH	PHAs
1_spa_contigs_59155_2	960	320	UVG67878.1	PE
1_spa_contigs_212116_1	462	154	WP_058088494.1	PET
20_spa_contigs_139_28	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
20_spa_contigs_16947_1	1263	421	ACL79592.1	DBP
20_spa_contigs_40367_2	1374	458	AAD03558.1	PAE
20_spa_contigs_50678_2	867	289	MG10	PET
20_spa_contigs_79994_2	867	289	tr|H6N162|H6N162_GORPV	NR
20_spa_contigs_207446_2	462	154	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
20_spa_contigs_209379_1	588	196	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
22_spa_contigs_169_66	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
22_spa_contigs_4163_12	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
22_spa_contigs_43373_3	876	292	MG10	PET
22_spa_contigs_79977_2	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
22_spa_contigs_266599_1	687	229	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
22_spa_contigs_409725_1	579	193	ACL79592.1	DBP
22_spa_contigs_435777_1	558	186	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
22_spa_contigs_524087_1	492	164	ACL79592.1	DBP
22_spa_contigs_549116_1	477	159	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
23_spa_contigs_795_43	876	292	MG10	PET
24_spa_contigs_23752_3	1188	396	sp|P07061|NYLB_PAEUR	PA
24_spa_contigs_37508_2	1242	414	BAE47077.1	TP
24_spa_contigs_37508_3	465	155	BAE47086.1	TP
24_spa_contigs_58082_2	720	240	AAA64538.1	PHAs
24_spa_contigs_85822_1	1038	346	AAD03558.1	PAE
24_spa_contigs_134310_1	519	173	tr|W6R2Y2|W6R2Y2_PSEP5	PET
24_spa_contigs_134310_1	519	173	tr|W6R2Y2|W6R2Y2_PSEP5	PBAT
24_spa_contigs_160555_1	660	220	BAE47077.1	TP
25_spa_contigs_21147_1	657	219	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
25_spa_contigs_138352_2	729	243	WBR49956.1	PU
25_spa_contigs_138352_2	729	243	WBR49956.1	PA
25_spa_contigs_580124_1	462	154	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
25_spa_contigs_580124_1	462	154	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
25_spa_contigs_580124_1	462	154	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
25_spa_contigs_580124_1	462	154	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
26_spa_contigs_3862_5	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
26_spa_contigs_63561_2	1344	448	BAO20806.1	PHAs
26_spa_contigs_66635_3	1281	427	BAO20806.1	PHAs
26_spa_contigs_141949_1	1116	372	ACL79592.1	DBP
26_spa_contigs_143784_1	696	232	WBR49956.1	PU
26_spa_contigs_143784_1	696	232	WBR49956.1	PA
27_spa_contigs_67055_1	750	250	ACL79592.1	DBP
27_spa_contigs_222262_1	786	262	WBR49956.1	PU
27_spa_contigs_222262_1	786	262	WBR49956.1	PA
28_spa_contigs_8576_3	1320	440	AAD03558.1	PAE
28_spa_contigs_27700_4	798	266	BAE47080.1	TP
28_spa_contigs_57781_1	1227	409	AAQ05770.1	PHAs
28_spa_contigs_163657_2	840	280	WP_058088494.1	PET
28_spa_contigs_232411_1	495	165	MG10	PET
28_spa_contigs_234352_1	654	218	OQN32_06240	PET
28_spa_contigs_285293_2	465	155	AAQ93691.1	PAE
28_spa_contigs_335943_2	456	152	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
28_spa_contigs_370902_1	756	252	AAQ93689.1	PAE
28_spa_contigs_463651_1	687	229	ACL79592.1	DBP
28_spa_contigs_532367_1	642	214	AAN70570.1	PHAs
28_spa_contigs_561428_1	627	209	MG10	PET
28_spa_contigs_850803_1	507	169	MG10	PET
29_spa_contigs_6732_2	1359	453	BAO20806.1	PHAs
29_spa_contigs_10989_3	1239	413	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
29_spa_contigs_12455_4	1326	442	AAD03558.1	PAE
29_spa_contigs_18697_1	876	292	MG10	PET
2_spa_contigs_369_74	1707	569	UVG67878.1	PE
2_spa_contigs_52179_1	954	318	BAE47077.1	TP
30_spa_contigs_143_42	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
30_spa_contigs_143_42	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
30_spa_contigs_143_42	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
30_spa_contigs_143_42	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
30_spa_contigs_3846_9	1539	513	Pla_C1	PE
30_spa_contigs_23230_3	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
30_spa_contigs_25537_1	1428	476	BAO20806.1	PHAs
30_spa_contigs_33597_1	714	238	Pla_C1	PE
30_spa_contigs_94845_1	612	204	AAQ93689.1	PAE
30_spa_contigs_130067_1	1092	364	BAO20806.1	PHAs
30_spa_contigs_199026_1	801	267	BAO20806.1	PHAs
30_spa_contigs_217196_1	708	236	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
30_spa_contigs_254874_1	477	159	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
30_spa_contigs_305624_1	582	194	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
32_spa_contigs_1118_28	1731	577	BAA32541.1	PHAs
32_spa_contigs_1118_28	1731	577	BAA32541.1	PEA
32_spa_contigs_1118_28	1731	577	BAA32541.1	PES
32_spa_contigs_1518_2	858	286	AAN70570.1	PHAs
32_spa_contigs_2653_18	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
32_spa_contigs_3920_3	606	202	tr|W6R2Y2|W6R2Y2_PSEP5	PET
32_spa_contigs_3920_3	606	202	tr|W6R2Y2|W6R2Y2_PSEP5	PBAT
32_spa_contigs_9701_4	843	281	2FX5_A	PET
32_spa_contigs_21246_6	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
32_spa_contigs_30289_4	837	279	AAA64538.1	PHAs
32_spa_contigs_31985_3	1707	569	UVG67878.1	PE
32_spa_contigs_116802_1	696	232	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
33_spa_contigs_66_261	1062	354	AII11221.1	PE
33_spa_contigs_105541_2	507	169	GAP38373.1	PET
33_spa_contigs_105541_2	507	169	GAP38373.1	PBAT
33_spa_contigs_270765_1	600	200	BAB86909.1	PBS
33_spa_contigs_270765_1	600	200	BAB86909.1	PET
33_spa_contigs_292892_1	702	234	BAO20806.1	PHAs
33_spa_contigs_379920_1	585	195	ACL79592.1	DBP
34_spa_contigs_241_76	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
34_spa_contigs_315_80	870	290	MG10	PET
34_spa_contigs_530_3	1347	449	BAO20806.1	PHAs
34_spa_contigs_1455_24	1359	453	BAO20806.1	PHAs
34_spa_contigs_10221_1	1224	408	BAO20806.1	PHAs
34_spa_contigs_27508_5	795	265	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
34_spa_contigs_42175_1	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
34_spa_contigs_56923_3	852	284	MG10	PET
34_spa_contigs_131038_1	1392	464	UVG67878.1	PE
34_spa_contigs_687996_1	396	132	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
35_spa_contigs_23971_2	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
35_spa_contigs_56820_2	852	284	WP_058088494.1	PET
35_spa_contigs_252703_1	579	193	ACL79592.1	DBP
36_spa_contigs_1227_27	1707	569	UVG67878.1	PE
36_spa_contigs_35754_2	852	284	WP_058088494.1	PET
37_spa_contigs_3365_4	1227	409	ACL79592.1	DBP
37_spa_contigs_23157_2	876	292	MG10	PET
37_spa_contigs_44904_1	1350	450	BAO20806.1	PHAs
37_spa_contigs_111591_2	786	262	AAQ93688.1	PAE
38_spa_contigs_82196_1	723	241	BAE47077.1	TP
39_spa_contigs_73549_2	795	265	ACL79592.1	DBP
39_spa_contigs_76941_2	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
3_spa_contigs_39509_3	753	251	AAN70570.1	PHAs
3_spa_contigs_71094_1	1116	372	UVG67878.1	PE
3_spa_contigs_314815_1	468	156	AAQ93688.1	PAE
40_spa_contigs_25916_2	876	292	MG10	PET
40_spa_contigs_82756_1	489	163	MG10	PET
41_spa_contigs_206_10	897	299	SUD16364.1	PET
41_spa_contigs_251_87	837	279	AAQ72538.1	PCL
41_spa_contigs_251_87	837	279	AAQ72538.1	PHAs
41_spa_contigs_513_26	858	286	AAN70570.1	PHAs
41_spa_contigs_684_35	858	286	AOA73724.1	PVA
41_spa_contigs_776_40	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
41_spa_contigs_7443_1	543	181	AOA73724.1	PVA
41_spa_contigs_8397_5	1254	418	BAE47077.1	TP
41_spa_contigs_22465_5	471	157	AOA73724.1	PVA
41_spa_contigs_24366_1	1107	369	ACL79592.1	DBP
41_spa_contigs_73961_1	1128	376	BAA19791.1	PHAs
41_spa_contigs_73961_1	1128	376	BAA19791.1	PEA
41_spa_contigs_73961_1	1128	376	BAA19791.1	PES
41_spa_contigs_107258_1	537	179	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
41_spa_contigs_107258_1	537	179	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
41_spa_contigs_107258_1	537	179	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
41_spa_contigs_107258_1	537	179	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
41_spa_contigs_149681_1	672	224	WP_058088494.1	PET
42_spa_contigs_3_282	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
42_spa_contigs_3_282	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
42_spa_contigs_3_282	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
42_spa_contigs_3_282	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
42_spa_contigs_26_91	606	202	tr|W6R2Y2|W6R2Y2_PSEP5	PET
42_spa_contigs_26_91	606	202	tr|W6R2Y2|W6R2Y2_PSEP5	PBAT
42_spa_contigs_13333_6	579	193	AAN70570.1	PHAs
42_spa_contigs_15627_4	1344	448	BAO20806.1	PHAs
42_spa_contigs_19405_3	834	278	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
42_spa_contigs_19405_3	834	278	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
42_spa_contigs_19405_3	834	278	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
42_spa_contigs_19405_3	834	278	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
42_spa_contigs_24854_3	606	202	AMW89397.1	PBAT
42_spa_contigs_29491_2	831	277	AAQ72538.1	PCL
42_spa_contigs_29491_2	831	277	AAQ72538.1	PHAs
42_spa_contigs_38428_1	606	202	tr|W6R2Y2|W6R2Y2_PSEP5	PET
42_spa_contigs_38428_1	606	202	tr|W6R2Y2|W6R2Y2_PSEP5	PBAT
42_spa_contigs_56109_3	606	202	AMW89397.1	PBAT
42_spa_contigs_67163_1	603	201	AAN70570.1	PHAs
42_spa_contigs_99648_1	669	223	AAN70570.1	PHAs
42_spa_contigs_100695_1	627	209	AAA64538.1	PHAs
42_spa_contigs_134221_1	777	259	AAA64538.1	PHAs
42_spa_contigs_154406_1	585	195	tr|W6R2Y2|W6R2Y2_PSEP5	PET
42_spa_contigs_154406_1	585	195	tr|W6R2Y2|W6R2Y2_PSEP5	PBAT
42_spa_contigs_512952_1	309	103	AMW89397.1	PBAT
42_spa_contigs_529781_1	300	100	AMW89397.1	PBAT
42_spa_contigs_598706_1	279	93	00061||Alkane_hydroxylase||Pseudomonas_sp.||PE	PE
43_spa_contigs_833_5	1320	440	AAD03558.1	PAE
43_spa_contigs_7112_7	1320	440	AAD03558.1	PAE
43_spa_contigs_9190_6	1119	373	AAD03558.1	PAE
43_spa_contigs_19488_1	771	257	AAQ93688.1	PAE
43_spa_contigs_88103_1	993	331	tr|H6N162|H6N162_GORPV	NR
43_spa_contigs_115997_1	1005	335	BAE47077.1	TP
43_spa_contigs_129311_1	864	288	BAO20806.1	PHAs
44_spa_contigs_260_72	990	330	AII11221.1	PE
44_spa_contigs_634_40	1026	342	AII11221.1	PE
44_spa_contigs_30910_1	1185	395	ACL79592.1	DBP
44_spa_contigs_90508_2	861	287	tr|H6N162|H6N162_GORPV	NR
44_spa_contigs_176768_1	861	287	AAQ93688.1	PAE
44_spa_contigs_242057_1	717	239	ACL79592.1	DBP
44_spa_contigs_552197_1	438	146	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
45_spa_contigs_296_75	876	292	MG10	PET
45_spa_contigs_456_34	1542	514	BAA22882.1	PHAs
45_spa_contigs_2752_2	1011	337	BAE47088.1	TP
45_spa_contigs_39852_1	1707	569	UVG67878.1	PE
45_spa_contigs_63668_1	789	263	AOA73724.1	PVA
45_spa_contigs_77713_1	1065	355	ReU	PA
46_spa_contigs_2513_15	876	292	MG10	PET
46_spa_contigs_17013_1	1482	494	00112||PHB_depolymerase||Delftia_acidovorans||PHB_PHA	PHAs
46_spa_contigs_178226_1	723	241	00004||PHB_depolymerase||Paucimonas_lemoignei||PHB_PHA	PHAs
47_spa_contigs_280956_1	450	150	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
48_spa_contigs_161_134	855	285	WP_058088494.1	PET
48_spa_contigs_4145_9	1068	356	sp|Q1EPR4|NYLC_KOCS2	PA
49_spa_contigs_32088_1	870	290	ACL79592.1	DBP
49_spa_contigs_171262_1	804	268	AAQ93688.1	PAE
49_spa_contigs_267047_1	540	180	MG10	PET
4_spa_contigs_134503_1	858	286	BAO20806.1	PHAs
4_spa_contigs_309234_1	513	171	AAX18943.1	TP
50_spa_contigs_37024_3	2079	693	00112||PHB_depolymerase||Delftia_acidovorans||PHB_PHA	PHAs
50_spa_contigs_154086_1	876	292	MG10	PET
50_spa_contigs_185148_1	858	286	AAN70570.1	PHAs
50_spa_contigs_377817_1	750	250	WP_058088494.1	PET
50_spa_contigs_482968_1	501	167	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
50_spa_contigs_607325_1	546	182	AAN70570.1	PHAs
51_spa_contigs_2901_4	843	281	MG10	PET
51_spa_contigs_208874_1	549	183	ACL79592.1	DBP
52_spa_contigs_1684_8	1344	448	BAO20806.1	PHAs
52_spa_contigs_2273_2	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
52_spa_contigs_24002_3	948	316	UVG67878.1	PE
52_spa_contigs_111801_1	555	185	AAA64538.1	PHAs
53_spa_contigs_481_38	843	281	MG10	PET
53_spa_contigs_495_38	876	292	MG10	PET
53_spa_contigs_83066_1	1146	382	ACL79592.1	DBP
53_spa_contigs_344204_1	621	207	ACL79592.1	DBP
53_spa_contigs_423815_1	540	180	ACL79592.1	DBP
55_spa_contigs_24759_2	852	284	WP_058088494.1	PET
55_spa_contigs_76123_2	1233	411	AAD03558.1	PAE
55_spa_contigs_269986_1	483	161	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
56_spa_contigs_7_301	852	284	AAN70570.1	PHAs
56_spa_contigs_16_57	858	286	AAN70570.1	PHAs
56_spa_contigs_52_28	858	286	AAN70570.1	PHAs
56_spa_contigs_63_241	903	301	EAO52570.1	PHAs
56_spa_contigs_243_72	1350	450	UOM43036.1	PU
56_spa_contigs_243_72	1350	450	UOM43036.1	PBAT
56_spa_contigs_646_5	1707	569	UVG67878.1	PE
56_spa_contigs_2917_1	423	141	WP_058088494.1	PET
56_spa_contigs_84308_1	600	200	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
56_spa_contigs_119593_1	723	241	BAO20806.1	PHAs
56_spa_contigs_248788_1	438	146	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
57_spa_contigs_23500_1	711	237	AAQ93688.1	PAE
57_spa_contigs_29536_1	654	218	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
57_spa_contigs_34180_1	705	235	WBR49956.1	PU
57_spa_contigs_34180_1	705	235	WBR49956.1	PA
59_spa_contigs_3_75	1245	415	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
59_spa_contigs_4_123	1479	493	BAA19791.1	PHAs
59_spa_contigs_4_123	1479	493	BAA19791.1	PEA
59_spa_contigs_4_123	1479	493	BAA19791.1	PES
59_spa_contigs_16_73	882	294	sp|Q4W8C9|3HBOH_CUPNH	PHAs
5_spa_contigs_69260_1	594	198	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
60_spa_contigs_88837_1	756	252	BAO20806.1	PHAs
61_spa_contigs_317_93	843	281	MG10	PET
61_spa_contigs_748_12	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
61_spa_contigs_10456_1	876	292	MG10	PET
61_spa_contigs_89251_2	696	232	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
61_spa_contigs_167048_1	654	218	AAQ93688.1	PAE
62_spa_contigs_103104_1	1137	379	ACL79592.1	DBP
63_spa_contigs_125805_1	1044	348	00084||MHETase||Ideonella_sakaiensis||PET	PET
63_spa_contigs_236804_1	687	229	BAE47077.1	TP
64_spa_contigs_51448_3	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
64_spa_contigs_59899_2	1518	506	UVG67878.1	PE
64_spa_contigs_85722_1	1347	449	BAO20806.1	PHAs
65_spa_contigs_7_35	837	279	AAQ72538.1	PCL
65_spa_contigs_7_35	837	279	AAQ72538.1	PHAs
65_spa_contigs_7_596	858	286	AAN70570.1	PHAs
65_spa_contigs_32_160	897	299	SUD16364.1	PET
65_spa_contigs_2800_10	1710	570	UVG67878.1	PE
65_spa_contigs_71554_2	843	281	WBR49956.1	PU
65_spa_contigs_71554_2	843	281	WBR49956.1	PA
65_spa_contigs_184946_2	465	155	BAE47078.1	TP
65_spa_contigs_230357_1	861	287	BAO20806.1	PHAs
66_spa_contigs_24_133	837	279	WP_058088494.1	PET
66_spa_contigs_27399_2	1713	571	UVG67878.1	PE
66_spa_contigs_34779_2	1464	488	UVG67878.1	PE
67_spa_contigs_1143_18	1065	355	AII11221.1	PE
67_spa_contigs_27799_1	999	333	AAQ93689.1	PAE
67_spa_contigs_226012_1	468	156	WP_058088494.1	PET
68_spa_contigs_251_49	852	284	WP_058088494.1	PET
68_spa_contigs_22206_4	1239	413	BAE47077.1	TP
68_spa_contigs_42596_3	1143	381	ACL79592.1	DBP
68_spa_contigs_69292_2	690	230	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
69_spa_contigs_38580_3	642	214	UNZ22463.1	PET
69_spa_contigs_38580_3	642	214	UNZ22463.1	PBAT
69_spa_contigs_116788_1	858	286	AAD03558.1	PAE
69_spa_contigs_128496_2	1128	376	ACL79592.1	DBP
69_spa_contigs_140042_1	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
69_spa_contigs_166755_1	1029	343	BAO20806.1	PHAs
69_spa_contigs_353870_1	543	181	UNZ22463.1	PET
69_spa_contigs_353870_1	543	181	UNZ22463.1	PBAT
69_spa_contigs_571645_1	447	149	00061||Alkane_hydroxylase||Pseudomonas_sp.||PE	PE
6_spa_contigs_7335_2	1707	569	UVG67878.1	PE
70_spa_contigs_11814_3	882	294	sp|Q4W8C9|3HBOH_CUPNH	PHAs
70_spa_contigs_15743_2	1623	541	UVG67878.1	PE
71_spa_contigs_4739_4	882	294	sp|Q4W8C9|3HBOH_CUPNH	PHAs
71_spa_contigs_12443_2	1239	413	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
71_spa_contigs_132209_1	645	215	ACL79592.1	DBP
71_spa_contigs_160930_1	483	161	MG10	PET
72_spa_contigs_7873_7	1485	495	BAA19791.1	PHAs
72_spa_contigs_7873_7	1485	495	BAA19791.1	PEA
72_spa_contigs_7873_7	1485	495	BAA19791.1	PES
72_spa_contigs_29756_1	822	274	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
72_spa_contigs_91387_2	1065	355	AAD03558.1	PAE
72_spa_contigs_322034_1	492	164	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
72_spa_contigs_583380_1	366	122	tr|W6R2Y2|W6R2Y2_PSEP5	PET
72_spa_contigs_583380_1	366	122	tr|W6R2Y2|W6R2Y2_PSEP5	PBAT
73_spa_contigs_25945_4	810	270	AAD03558.1	PAE
74_spa_contigs_14484_1	1038	346	ACL79592.1	DBP
75_spa_contigs_250072_1	516	172	AAQ93689.1	PAE
76_spa_contigs_14509_1	801	267	WP_058088494.1	PET
76_spa_contigs_131257_1	552	184	AAN70570.1	PHAs
77_spa_contigs_35542_1	762	254	WP_058088494.1	PET
78_spa_contigs_367_15	876	292	MG10	PET
78_spa_contigs_75736_1	603	201	ACL79592.1	DBP
78_spa_contigs_126075_1	438	146	AOA73724.1	PVA
79_spa_contigs_2334_15	876	292	MG10	PET
79_spa_contigs_39238_2	1101	367	ACL79592.1	DBP
7_spa_contigs_34_223	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
7_spa_contigs_34_223	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
7_spa_contigs_34_223	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
7_spa_contigs_34_223	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
7_spa_contigs_117_90	837	279	AAA64538.1	PHAs
80_spa_contigs_81399_2	741	247	AAQ93688.1	PAE
81_spa_contigs_42681_1	624	208	AAQ72538.1	PCL
81_spa_contigs_42681_1	624	208	AAQ72538.1	PHAs
81_spa_contigs_204562_1	402	134	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
83_spa_contigs_32337_1	861	287	AAN70570.1	PHAs
